Vendedor;Treinamento;Data;Cliente;Valor;Alunos;Instrutor;Conteúdo;Período;Total;Estado ;Avaliação Instrutor
Roberto;Excel Avançado;01/06/2016;Pessoa Física;2240;12;Caio ;Personalizado;Quarta-feira;26.880,00;São Paulo;2
Myslaine;Excel Dashboards;01/06/2016;Pessoa Física;2479;12;Fernando;Regular;Personalizado;29.748,00;São Paulo;3
Katia;Excel VBA iniciante;02/06/2016;Pessoa Física;3200;11;Fernando;Regular;Manhã;35.200,00;São Paulo;2
Vanessa;Excel VBA avançado;02/06/2016;Pessoa Jurídica;3921;11;Ana;Regular;Tarde;43.131,00;São Paulo;3
Renata;Access VBA;02/06/2016;Pessoa Jurídica;780;9;Paulo;Personalizado;Noite;7.020,00;São Paulo;3
Rodrigo;Word VBA;02/06/2016;Pessoa Jurídica;980;12;Sandra;Regular;Integral;11.760,00;São Paulo;5
Priscila;Outlook;04/06/2016;Pessoa Física;1020;9;Sandra;Regular;Madrugada;9.180,00;São Paulo;5
Mirian;Outlook VBA;04/06/2016;Pessoa Jurídica;1340;12;Humberto;Regular;Quinta-feira;16.080,00;São Paulo;4
Murilo;PowerPoint;04/06/2016;Pessoa Física;1870;8;Henrique;Personalizado;Sexta-feira;14.960,00;São Paulo;2
Roberto;PowerPoint VBA;04/06/2016;Pessoa Física;1910;11;Douglas;Regular;Personalizado;21.010,00;São Paulo;3
Myslaine;Access;06/06/2016;Pessoa Física;2240;11;Jane;Regular;Manhã;24.640,00;São Paulo;3
Katia;Windows;06/06/2016;Pessoa Jurídica;2479;10;Caio ;Regular;Tarde;24.790,00;São Paulo;5
Vanessa;Excel Básico;06/06/2016;Pessoa Jurídica;3200;11;Fernando;Personalizado;Noite;35.200,00;São Paulo;3
Renata;Excel Intermediário;06/06/2016;Pessoa Jurídica;3921;10;Roberto;Regular;Integral;39.210,00;São Paulo;4
Rodrigo;Excel Avançado;08/06/2016;Pessoa Física;780;11;Rosana;Regular;Madrugada;8.580,00;São Paulo;5
Priscila;Excel Dashboards;08/06/2016;Pessoa Jurídica;980;9;Sandra;Regular;Sábado;8.820,00;São Paulo;3
Mirian;Excel VBA iniciante;08/06/2016;Pessoa Física;1020;10;Sérgio;Personalizado;Domingo;10.200,00;São Paulo;4
Murilo;Excel VBA avançado;08/06/2016;Pessoa Física;1340;9;Manuel;Regular;Personalizado;12.060,00;São Paulo;2
Roberto;Access VBA;10/06/2016;Pessoa Física;1870;12;Joaquim;Regular;Manhã;22.440,00;São Paulo;4
Myslaine;Word VBA;10/06/2016;Pessoa Jurídica;1910;11;Paulo;Regular;Tarde;21.010,00;São Paulo;3
Katia;Outlook;10/06/2016;Pessoa Jurídica;2240;11;Leandro;Personalizado;Noite;24.640,00;São Paulo;5
Vanessa;Outlook VBA;10/06/2016;Pessoa Jurídica;2479;8;José;Regular;Integral;19.832,00;São Paulo;4
Renata;PowerPoint;12/06/2016;Pessoa Física;3200;10;Caio ;Regular;Madrugada;32.000,00;São Paulo;3
Rodrigo;PowerPoint VBA;12/06/2016;Pessoa Jurídica;3921;8;Caio ;Regular;Segunda-feira;31.368,00;São Paulo;2
Priscila;Access;12/06/2016;Pessoa Física;780;9;Fernando;Personalizado;Terça-feira;7.020,00;São Paulo;4
Mirian;Windows;12/06/2016;Pessoa Física;980;8;Fernando;Regular;Personalizado;7.840,00;São Paulo;3
Murilo;Excel Básico;14/06/2016;Pessoa Física;1020;11;Ana;Regular;Manhã;11.220,00;São Paulo;5
Roberto;Excel Intermediário;14/06/2016;Pessoa Jurídica;1340;9;Paulo;Regular;Tarde;12.060,00;São Paulo;3
Myslaine;Excel Avançado;14/06/2016;Pessoa Jurídica;1870;12;Sandra;Personalizado;Noite;22.440,00;São Paulo;4
Katia;Excel Dashboards;14/06/2016;Pessoa Jurídica;1910;12;Sandra;Regular;Integral;22.920,00;São Paulo;2
Vanessa;Excel VBA iniciante;16/06/2016;Pessoa Física;2240;12;Humberto;Regular;Madrugada;26.880,00;São Paulo;4
Renata;Excel VBA avançado;16/06/2016;Pessoa Jurídica;2479;9;Henrique;Regular;Quarta-feira;22.311,00;São Paulo;5
Rodrigo;Access VBA;16/06/2016;Pessoa Física;3200;8;Douglas;Personalizado;Quinta-feira;25.600,00;São Paulo;4
Priscila;Word VBA;16/06/2016;Pessoa Física;3921;12;Jane;Regular;Personalizado;47.052,00;São Paulo;3
Mirian;Outlook;18/06/2016;Pessoa Física;780;10;Caio ;Regular;Manhã;7.800,00;São Paulo;3
Murilo;Outlook VBA;18/06/2016;Pessoa Jurídica;980;9;Fernando;Regular;Tarde;8.820,00;São Paulo;5
Roberto;PowerPoint;18/06/2016;Pessoa Jurídica;1020;9;Roberto;Personalizado;Noite;9.180,00;São Paulo;4
Myslaine;PowerPoint VBA;18/06/2016;Pessoa Jurídica;1340;10;Rosana;Regular;Integral;13.400,00;São Paulo;3
Katia;Access;01/06/2016;Pessoa Física;1870;12;Sandra;Regular;Madrugada;22.440,00;São Paulo;5
Vanessa;Windows;01/06/2016;Pessoa Jurídica;1910;12;Sérgio;Regular;Sexta-feira;22.920,00;São Paulo;2
Renata;Excel Básico;01/06/2016;Pessoa Física;2240;8;Manuel;Personalizado;Sábado;17.920,00;São Paulo;4
Rodrigo;Excel Intermediário;01/06/2016;Pessoa Física;2479;11;Joaquim;Regular;Personalizado;27.269,00;São Paulo;3
Priscila;Excel Avançado;01/06/2016;Pessoa Física;3200;10;Paulo;Regular;Manhã;32.000,00;São Paulo;5
Mirian;Excel Dashboards;01/06/2016;Pessoa Jurídica;3921;9;Leandro;Regular;Tarde;35.289,00;São Paulo;4
Murilo;Excel VBA iniciante;02/06/2016;Pessoa Jurídica;780;8;José;Personalizado;Noite;6.240,00;São Paulo;5
Roberto;Excel VBA avançado;02/06/2016;Pessoa Jurídica;980;11;Caio ;Regular;Integral;10.780,00;São Paulo;3
Myslaine;Access VBA;02/06/2016;Pessoa Física;1020;8;Caio ;Regular;Madrugada;8.160,00;São Paulo;5
Katia;Word VBA;02/06/2016;Pessoa Jurídica;1340;12;Fernando;Regular;Domingo;16.080,00;São Paulo;2
Vanessa;Outlook;04/06/2016;Pessoa Física;1870;12;Fernando;Personalizado;Segunda-feira;22.440,00;São Paulo;3
Renata;Outlook VBA;04/06/2016;Pessoa Física;1910;10;Ana;Regular;Personalizado;19.100,00;São Paulo;5
Rodrigo;PowerPoint;04/06/2016;Pessoa Física;2240;12;Paulo;Regular;Manhã;26.880,00;São Paulo;4
Priscila;PowerPoint VBA;04/06/2016;Pessoa Jurídica;2479;10;Sandra;Regular;Tarde;24.790,00;São Paulo;3
Mirian;Access;06/06/2016;Pessoa Jurídica;3200;10;Sandra;Personalizado;Noite;32.000,00;São Paulo;4
Murilo;Windows;06/06/2016;Pessoa Jurídica;3921;8;Humberto;Regular;Integral;31.368,00;São Paulo;5
Roberto;Excel Básico;06/06/2016;Pessoa Física;780;9;Henrique;Regular;Madrugada;7.020,00;São Paulo;2
Myslaine;Excel Intermediário;06/06/2016;Pessoa Jurídica;980;11;Douglas;Regular;Terça-feira;10.780,00;São Paulo;3
Katia;Excel Avançado;08/06/2016;Pessoa Física;1020;10;Jane;Personalizado;Quarta-feira;10.200,00;São Paulo;2
Vanessa;Excel Dashboards;08/06/2016;Pessoa Física;1340;8;Caio ;Regular;Personalizado;10.720,00;São Paulo;3
Renata;Excel VBA iniciante;08/06/2016;Pessoa Física;1870;12;Fernando;Regular;Manhã;22.440,00;São Paulo;2
Rodrigo;Excel VBA avançado;08/06/2016;Pessoa Jurídica;1910;10;Roberto;Regular;Tarde;19.100,00;São Paulo;5
Priscila;Access VBA;10/06/2016;Pessoa Jurídica;2240;10;Rosana;Personalizado;Noite;22.400,00;São Paulo;3
Mirian;Word VBA;10/06/2016;Pessoa Jurídica;2479;9;Sandra;Regular;Integral;22.311,00;São Paulo;5
Murilo;Outlook;10/06/2016;Pessoa Física;3200;10;Sérgio;Regular;Madrugada;32.000,00;São Paulo;5
Roberto;Outlook VBA;10/06/2016;Pessoa Jurídica;3921;10;Manuel;Regular;Quinta-feira;39.210,00;São Paulo;5
Myslaine;PowerPoint;12/06/2016;Pessoa Física;780;12;Joaquim;Personalizado;Sexta-feira;9.360,00;São Paulo;2
Katia;PowerPoint VBA;12/06/2016;Pessoa Física;980;11;Paulo;Regular;Personalizado;10.780,00;São Paulo;2
Vanessa;Access;12/06/2016;Pessoa Física;1020;8;Leandro;Regular;Manhã;8.160,00;São Paulo;3
Renata;Windows;12/06/2016;Pessoa Jurídica;1340;12;José;Regular;Tarde;16.080,00;São Paulo;3
Rodrigo;Excel Básico;14/06/2016;Pessoa Jurídica;1870;11;Caio ;Personalizado;Noite;20.570,00;São Paulo;2
Priscila;Excel Intermediário;14/06/2016;Pessoa Jurídica;1910;11;Caio ;Regular;Integral;21.010,00;São Paulo;2
Mirian;Excel Avançado;14/06/2016;Pessoa Física;2240;8;Fernando;Regular;Madrugada;17.920,00;São Paulo;2
Murilo;Excel Dashboards;14/06/2016;Pessoa Jurídica;2479;10;Fernando;Regular;Sábado;24.790,00;São Paulo;5
Roberto;Excel VBA iniciante;16/06/2016;Pessoa Física;3200;9;Ana;Personalizado;Domingo;28.800,00;São Paulo;2
Myslaine;Excel VBA avançado;16/06/2016;Pessoa Física;3921;8;Paulo;Regular;Personalizado;31.368,00;São Paulo;4
Katia;Access VBA;16/06/2016;Pessoa Física;780;10;Sandra;Regular;Manhã;7.800,00;São Paulo;4
Vanessa;Word VBA;16/06/2016;Pessoa Jurídica;980;12;Sandra;Regular;Tarde;11.760,00;São Paulo;3
Renata;Outlook;18/06/2016;Pessoa Jurídica;1020;12;Humberto;Personalizado;Noite;12.240,00;São Paulo;2
Rodrigo;Outlook VBA;18/06/2016;Pessoa Jurídica;1340;9;Henrique;Regular;Integral;12.060,00;São Paulo;2
Priscila;PowerPoint;18/06/2016;Pessoa Física;1870;8;Douglas;Regular;Madrugada;14.960,00;São Paulo;2
Mirian;PowerPoint VBA;18/06/2016;Pessoa Jurídica;1910;10;Jane;Regular;Segunda-feira;19.100,00;São Paulo;2
Murilo;Access;01/06/2016;Pessoa Física;2240;11;Caio ;Personalizado;Terça-feira;24.640,00;São Paulo;2
Roberto;Windows;01/06/2016;Pessoa Física;2479;8;Fernando;Regular;Personalizado;19.832,00;São Paulo;4
Myslaine;Excel Básico;01/06/2016;Pessoa Física;3200;10;Roberto;Regular;Manhã;32.000,00;São Paulo;2
Katia;Excel Intermediário;01/06/2016;Pessoa Jurídica;3921;8;Rosana;Regular;Tarde;31.368,00;São Paulo;3
Vanessa;Excel Avançado;01/06/2016;Pessoa Jurídica;780;11;Sandra;Personalizado;Noite;8.580,00;São Paulo;3
Renata;Excel Dashboards;01/06/2016;Pessoa Jurídica;980;9;Sérgio;Regular;Integral;8.820,00;São Paulo;2
Rodrigo;Excel VBA iniciante;02/06/2016;Pessoa Física;1020;8;Manuel;Regular;Madrugada;8.160,00;São Paulo;3
Priscila;Excel VBA avançado;02/06/2016;Pessoa Jurídica;1340;10;Joaquim;Regular;Quarta-feira;13.400,00;São Paulo;5
Mirian;Access VBA;02/06/2016;Pessoa Física;1870;11;Paulo;Personalizado;Quinta-feira;20.570,00;São Paulo;5
Murilo;Word VBA;02/06/2016;Pessoa Física;1910;11;Leandro;Regular;Personalizado;21.010,00;São Paulo;4
Roberto;Outlook;04/06/2016;Pessoa Física;2240;10;José;Regular;Manhã;22.400,00;São Paulo;3
Myslaine;Outlook VBA;04/06/2016;Pessoa Jurídica;2479;8;Caio ;Regular;Tarde;19.832,00;São Paulo;4
Katia;PowerPoint;04/06/2016;Pessoa Jurídica;3200;9;Caio ;Personalizado;Noite;28.800,00;São Paulo;5
Vanessa;PowerPoint VBA;04/06/2016;Pessoa Jurídica;3921;9;Fernando;Regular;Integral;35.289,00;São Paulo;4
Renata;Access;06/06/2016;Pessoa Física;780;10;Fernando;Regular;Madrugada;7.800,00;São Paulo;5
Rodrigo;Windows;06/06/2016;Pessoa Jurídica;980;11;Ana;Regular;Sexta-feira;10.780,00;São Paulo;2
Priscila;Excel Básico;06/06/2016;Pessoa Física;1020;11;Paulo;Personalizado;Sábado;11.220,00;São Paulo;2
Mirian;Excel Intermediário;06/06/2016;Pessoa Física;1340;10;Sandra;Regular;Personalizado;13.400,00;São Paulo;3
Murilo;Excel Avançado;08/06/2016;Pessoa Física;1870;10;Sandra;Regular;Manhã;18.700,00;São Paulo;2
Roberto;Excel Dashboards;08/06/2016;Pessoa Jurídica;1910;10;Humberto;Regular;Tarde;19.100,00;São Paulo;4
Myslaine;Excel VBA iniciante;08/06/2016;Pessoa Jurídica;2240;10;Henrique;Personalizado;Noite;22.400,00;São Paulo;4
Katia;Excel VBA avançado;08/06/2016;Pessoa Jurídica;2479;11;Douglas;Regular;Integral;27.269,00;São Paulo;3
Vanessa;Access VBA;10/06/2016;Pessoa Física;3200;9;Jane;Regular;Madrugada;28.800,00;São Paulo;3
Renata;Word VBA;10/06/2016;Pessoa Jurídica;3921;12;Caio ;Regular;Domingo;47.052,00;São Paulo;4
Rodrigo;Outlook;10/06/2016;Pessoa Física;780;12;Fernando;Personalizado;Segunda-feira;9.360,00;São Paulo;3
Priscila;Outlook VBA;10/06/2016;Pessoa Física;980;10;Roberto;Regular;Personalizado;9.800,00;São Paulo;5
Mirian;PowerPoint;12/06/2016;Pessoa Física;1020;9;Rosana;Regular;Manhã;9.180,00;São Paulo;4
Murilo;PowerPoint VBA;12/06/2016;Pessoa Jurídica;1340;10;Sandra;Regular;Tarde;13.400,00;São Paulo;4
Roberto;Access;12/06/2016;Pessoa Jurídica;1870;8;Sérgio;Personalizado;Noite;14.960,00;São Paulo;2
Myslaine;Windows;12/06/2016;Pessoa Jurídica;1910;9;Manuel;Regular;Integral;17.190,00;São Paulo;5
Katia;Excel Básico;14/06/2016;Pessoa Física;2240;12;Joaquim;Regular;Madrugada;26.880,00;São Paulo;4
Vanessa;Excel Intermediário;14/06/2016;Pessoa Jurídica;2479;9;Paulo;Regular;Terça-feira;22.311,00;São Paulo;5
Renata;Excel Avançado;14/06/2016;Pessoa Física;3200;12;Leandro;Personalizado;Quarta-feira;38.400,00;São Paulo;4
